dateTime,Days741001,SmpTimeWindowDay,QCFS,SS_mgL,TP_mgL,SRP_mgL,NO23_mgL,TKN_mgL,Cl_mgL,Sulfate_mgL,Silica_mgL,Cond_umho,Future,Month
8/8/2018 20:00,,0.33,0.38,98.265,0.408,0.170,0.21,1.198,46.8,45.9,4.00,587,,8
8/9/2018 04:00,,0.33,6.14,50.531,0.204,0.062,0.27,0.909,67.8,54.0,7.78,726,,8
8/9/2018 12:00,,0.67,4.59,37.116,0.253,0.094,0.34,1.268,47.5,44.9,6.72,647,,8
8/10/2018 12:00,,1.00,4.34,16.359,0.172,0.083,2.67,1.125,31.8,82.3,8.66,633,,8
8/11/2018 12:00,,1.00,1.70,9.881,0.129,0.059,2.94,1.040,32.5,75.8,8.53,633,,8
8/12/2018 12:00,,1.00,0.78,11.502,0.116,0.043,2.11,1.029,36.5,76.3,7.18,639,,8
8/13/2018 12:00,,0.53,0.31,7.213,0.112,0.026,1.73,1.028,41.3,75.5,6.21,633,,8
8/13/2018 13:28,,0.33,0.31,8.114,0.116,0.025,1.77,1.048,42.4,77.2,6.41,637,,8
8/21/2018 12:00,,0.33,2.18,56.644,0.166,0.032,1.31,1.039,31.1,55.7,6.92,590,,8
8/21/2018 20:00,,0.33,17.00,21.326,0.174,0.061,1.26,1.073,71.0,55.0,8.93,732,,8
8/22/2018 04:00,,0.33,48.60,73.170,0.3391,0.108,4.31,1.694,30.0,33.3,9.46,492,,8
8/22/2018 12:00,,0.33,27.40,39.920,0.311,0.197,5.85,1.350,23.5,35.6,9.33,443,,8
8/22/2018 20:00,,0.33,19.40,39.647,0.3008,0.204,5.57,1.222,23.6,41.3,10.26,451,,8
8/23/2018 04:00,,0.33,12.80,21.164,0.2553,0.133,4.54,1.200,24.8,38.9,11.03,472,,8
8/23/2018 12:00,,0.67,8.73,12.531,0.2213,0.121,4.18,1.379,28.7,44.5,11.48,510,,8
8/24/2018 12:00,,1.00,3.21,15.299,0.1617,0.085,3.09,1.018,34.4,47.0,11.85,577,,8
8/25/2018 12:00,,0.83,2.21,30.848,0.1584,0.059,2.32,0.945,32.7,48.3,10.02,574,,8
8/26/2018 04:00,,0.50,6.55,41.975,0.1909,0.067,1.89,0.955,46.4,49.6,9.83,633,,8
8/26/2018 12:00,,0.33,8.73,28.824,0.2597,0.203,3.89,1.096,40.3,40.0,11.26,612,,8
8/26/2018 20:00,,0.33,9.42,18.348,0.186,0.094,3.05,0.850,36.8,46.9,10.65,630,,8
8/27/2018 04:00,,0.31,7.19,38.461,0.2138,0.092,3.02,1.293,33.6,39.9,11.12,613,,8
8/27/2018 10:51,,0.17,5.60,16.703,0.167,0.078,3.67,1.061,32.4,45.7,11.44,624,,8
8/27/2018 12:00,,0.52,5.27,25.082,0.175,0.075,3.19,1.166,30.3,42.1,10.88,614,,8
8/28/2018 12:00,,1.00,2.85,19.754,0.149,0.065,2.33,0.884,31.3,43.9,11.43,620,,8
8/29/2018 12:00,,1.00,1.63,18.230,0.144,0.073,1.41,0.804,36.4,45.3,11.19,650,,8
8/30/2018 12:00,,1.00,0.89,10.450,0.13,0.057,0.74,0.687,37.0,41.8,10.16,662,,8
